session_id,session_length,num_clicks,category_diversity,total_spent,bounce,click_sequence,exit_page,converted
3469,2,2,1,100,0,"[1, 1]",1,0
3470,5,3,1,143,0,"[2, 2, 2]",2,1
3471,4,3,1,114,0,"[1, 1, 1]",1,0
3472,1,1,1,43,1,[1],1,0
3473,1,1,1,43,1,[4],4,0
3474,2,2,2,91,0,"[3, 1]",3,1
3475,5,4,2,142,0,"[1, 1, 1, 4]",1,0
3476,12,9,2,353,0,"[3, 3, 2, 3, 3, 2, 3, 3, 3]",3,1
3477,3,3,2,128,0,"[1, 1, 2]",2,1
3478,3,3,1,119,0,"[3, 3, 3]",3,1
3479,6,4,2,142,0,"[4, 1, 4, 4]",4,1
3480,1,1,1,38,1,[1],1,0
3481,7,6,2,236,0,"[2, 3, 2, 2, 3, 3]",3,1
3482,8,7,2,266,0,"[4, 4, 4, 4, 4, 2, 4]",4,1
3483,2,2,1,98,0,"[1, 1]",1,0
3484,8,7,2,263,0,"[4, 4, 1, 1, 1, 4, 1]",4,1
3485,8,6,2,237,0,"[1, 3, 3, 3, 3, 3]",1,0
3486,10,8,3,321,0,"[2, 1, 4, 4, 1, 4, 2, 2]",2,1
3487,15,14,3,679,0,"[3, 1, 2, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 1]",3,1
3488,11,9,3,405,0,"[3, 4, 3, 3, 3, 3, 1, 4, 3]",4,1
3489,22,20,3,988,0,"[2, 2, 3, 2, 2, 2, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",4,1
3490,6,6,2,272,0,"[3, 3, 3, 3, 3, 1]",1,0
3491,11,9,3,381,0,"[1, 4, 4, 1, 2, 4, 2, 4, 4]",1,0
3492,5,5,1,252,0,"[2, 2, 2, 2, 2]",2,1
3493,5,4,1,181,0,"[2, 2, 2, 2]",2,1
3494,5,4,1,176,0,"[1, 1, 1, 1]",1,0
3495,2,2,2,100,0,"[1, 2]",1,0
3496,16,15,3,733,0,"[2, 4, 2, 2, 4, 1, 2, 1, 2, 2, 1, 4, 4, 2, 2]",1,0
3497,2,2,1,124,0,"[1, 1]",1,0
3498,2,1,1,57,1,[3],3,0
3499,14,12,1,505,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
3500,2,2,1,100,0,"[1, 1]",1,0
3501,15,13,2,547,0,"[3, 1, 3, 1, 1, 3, 3, 1, 1, 1, 3, 1, 3]",3,1
3502,3,3,1,114,0,"[3, 3, 3]",3,1
3503,12,9,2,356,0,"[4, 1, 4, 4, 1, 4, 4, 4, 4]",4,1
3504,1,1,1,38,1,[1],1,0
3505,5,5,1,272,0,"[2, 2, 2, 2, 2]",2,1
3506,5,4,1,104,0,"[3, 3, 3, 3]",3,1
3507,29,25,4,1073,0,"[1, 4, 4, 4, 3, 4, 1, 2, 4, 1, 4, 2, 4, 4, 4, 1, 1, 4, 4, 4, 4, 3, 4, 1, 1]",2,1
3508,1,1,1,33,1,[1],1,0
3509,10,8,3,361,0,"[1, 2, 1, 2, 1, 3, 1, 2]",3,1
3510,1,1,1,38,1,[1],1,0
3511,3,3,2,144,0,"[2, 3, 3]",2,1
3512,9,7,2,310,0,"[1, 1, 4, 1, 1, 1, 1]",1,0
3513,3,3,1,136,0,"[1, 1, 1]",1,0
3514,1,1,1,20,1,[3],3,0
3515,73,59,2,2331,0,"[3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 4, 3, 4, 3]",3,1
3516,8,5,2,219,0,"[1, 1, 1, 1, 4]",4,1
3517,2,2,2,48,0,"[3, 4]",4,1
3518,6,5,2,195,0,"[3, 3, 1, 3, 3]",3,1
3520,50,40,4,1690,0,"[2, 4, 4, 2, 2, 2, 4, 2, 4, 3, 2, 4, 2, 4, 4, 2, 4, 1, 3, 4, 4, 4, 2, 4, 2, 2, 4, 3, 4, 4, 4, 2, 2, 3, 4, 2, 2, 4, 1, 4]",4,1
3521,5,4,2,185,0,"[3, 3, 1, 3]",3,1
3522,55,45,3,1831,0,"[1, 1, 1, 1, 1, 1, 4, 1, 1, 4, 4, 1, 4, 2, 1, 4, 1, 1, 1, 4, 4, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 4, 1, 4, 4, 2, 1, 1, 1, 1, 4, 4, 4, 1, 4]",4,1
3523,2,2,1,76,0,"[2, 2]",2,1
3524,3,3,1,139,0,"[3, 3, 3]",3,1
3525,9,7,3,251,0,"[3, 1, 3, 1, 2, 3, 3]",3,1
3526,2,2,1,134,0,"[1, 1]",1,0
3527,3,2,1,144,0,"[1, 1]",1,0
3528,29,22,4,1050,0,"[3, 2, 1, 2, 2, 1, 4, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 4, 2, 1, 2, 2]",1,0
3529,4,4,2,152,0,"[4, 1, 1, 1]",1,0
3530,28,23,4,1093,0,"[1, 1, 4, 3, 1, 3, 2, 1, 2, 1, 4, 1, 4, 2, 2, 4, 4, 3, 1, 4, 1, 2, 1]",4,1
3531,4,3,2,123,0,"[4, 2, 4]",4,1
3533,1,1,1,28,1,[4],4,0
3534,4,3,1,162,0,"[2, 2, 2]",2,1
3535,4,3,1,143,0,"[2, 2, 2]",2,1
3536,1,1,1,43,1,[4],4,0
3537,1,1,1,82,1,[1],1,0
3538,1,1,1,57,1,[2],2,0
3539,4,4,4,208,0,"[4, 1, 3, 2]",4,1
3540,2,2,1,105,0,"[1, 1]",1,0
3542,1,1,1,48,1,[3],3,0
3543,1,1,1,43,1,[1],1,0
3544,6,4,1,142,0,"[4, 4, 4, 4]",4,1
3545,3,3,2,160,0,"[3, 1, 3]",3,1
3546,5,2,1,81,0,"[3, 3]",3,1
3547,2,2,1,86,0,"[1, 1]",1,0
3548,8,7,1,292,0,"[1, 1, 1, 1, 1, 1, 1]",1,0
3549,6,6,3,286,0,"[3, 3, 2, 4, 3, 2]",2,1
3550,9,8,3,347,0,"[2, 3, 4, 4, 2, 3, 4, 3]",2,1
3551,2,2,1,100,0,"[1, 1]",1,0
3552,1,1,1,48,1,[3],3,0
3553,1,1,1,38,1,[1],1,0
3554,15,13,2,582,0,"[3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2]",2,1
3555,14,9,1,339,0,"[3, 3, 3, 3, 3, 3, 3, 3, 3]",3,1
3556,5,3,1,157,0,"[2, 2, 2]",2,1
3557,1,1,1,38,1,[4],4,0
3558,3,2,1,81,0,"[4, 4]",4,1
3559,3,3,2,128,0,"[4, 2, 2]",2,1
3560,9,6,2,286,0,"[2, 2, 2, 4, 2, 2]",4,1
3561,2,2,1,134,0,"[2, 2]",2,1
3563,1,1,1,52,1,[2],2,0
3564,4,4,1,258,0,"[2, 2, 2, 2]",2,1
3565,4,3,2,109,0,"[3, 4, 4]",4,1
3566,2,1,1,43,1,[4],4,0
3567,1,1,1,33,1,[3],3,0
3568,2,2,1,95,0,"[1, 1]",1,0
3569,1,1,1,33,1,[1],1,0
3570,2,2,1,105,0,"[1, 1]",1,0
3571,13,12,2,476,0,"[3, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 3]",3,1
3572,5,4,1,171,0,"[1, 1, 1, 1]",1,0
3573,3,3,2,125,0,"[3, 1, 1]",3,1
3574,1,1,1,57,1,[3],3,0
3575,2,2,1,90,0,"[2, 2]",2,1
3576,8,7,1,298,0,"[4, 4, 4, 4, 4, 4, 4]",4,1
3577,2,1,1,57,1,[2],2,0
3578,27,24,3,1020,0,"[1, 3, 1, 3, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 1]",3,1
3579,4,4,3,196,0,"[3, 1, 2, 3]",3,1
3580,5,5,3,258,0,"[2, 1, 2, 3, 2]",2,1
3581,13,13,3,513,0,"[4, 2, 4, 4, 1, 4, 1, 4, 1, 2, 4, 4, 4]",2,1
3582,3,3,3,124,0,"[1, 2, 4]",4,1
3583,20,16,4,753,0,"[1, 2, 4, 2, 2, 1, 3, 3, 2, 2, 2, 1, 4, 3, 2, 2]",4,1
3584,11,8,3,391,0,"[1, 1, 1, 2, 1, 2, 2, 3]",3,1
3585,21,15,3,720,0,"[3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",3,1
3586,16,12,2,611,0,"[1, 1, 3, 3, 1, 1, 1, 3, 3, 3, 1, 3]",3,1
3587,3,2,1,100,0,"[1, 1]",1,0
3588,3,3,3,162,0,"[4, 2, 1]",4,1
3589,1,1,1,48,1,[3],3,0
3590,3,2,1,76,0,"[1, 1]",1,0
3591,4,3,2,148,0,"[3, 1, 1]",3,1
3592,1,1,1,62,1,[1],1,0
3593,12,8,2,332,0,"[4, 3, 3, 4, 3, 3, 3, 4]",4,1
3594,3,3,1,109,0,"[3, 3, 3]",3,1
3595,2,2,2,76,0,"[1, 3]",3,1
3596,29,26,3,1244,0,"[4, 2, 1, 4, 2, 1, 4, 2, 4, 1, 1, 2, 2, 2, 2, 1, 4, 1, 1, 2, 1, 4, 2, 2, 2, 2]",2,1
3597,2,2,2,90,0,"[2, 1]",2,1
3598,1,1,1,62,1,[1],1,0
3599,16,14,4,676,0,"[4, 4, 1, 3, 1, 3, 4, 2, 1, 4, 1, 1, 2, 4]",1,0
3600,4,3,1,104,0,"[3, 3, 3]",3,1
3601,7,6,2,319,0,"[2, 2, 2, 1, 2, 2]",1,0
3602,6,5,1,190,0,"[4, 4, 4, 4, 4]",4,1
3603,17,12,4,587,0,"[3, 3, 3, 4, 2, 2, 3, 2, 3, 1, 2, 3]",4,1
3604,4,3,1,119,0,"[4, 4, 4]",4,1
3605,3,2,1,78,0,"[3, 3]",3,1
3606,22,19,3,862,0,"[4, 3, 3, 2, 2, 2, 4, 3, 2, 2, 4, 3, 3, 3, 2, 2, 3, 2, 4]",4,1
3607,4,4,2,219,0,"[2, 2, 2, 1]",2,1
3608,3,3,1,119,0,"[1, 1, 1]",1,0
3609,34,25,3,1249,0,"[1, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 2, 2, 1, 1, 1, 1, 3, 1, 1, 3, 1, 3]",3,1
3610,15,12,4,576,0,"[2, 2, 1, 3, 4, 2, 2, 3, 1, 2, 2, 3]",3,1
3611,7,6,1,300,0,"[2, 2, 2, 2, 2, 2]",2,1
3612,1,1,1,38,1,[1],1,0
3613,5,4,1,200,0,"[2, 2, 2, 2]",2,1
3614,8,7,2,324,0,"[3, 1, 1, 1, 1, 3, 1]",3,1
3615,2,2,2,76,0,"[1, 2]",1,0
3616,1,1,1,43,1,[1],1,0
3617,37,32,2,1406,0,"[4, 2, 2, 2, 2, 4, 4, 4, 2, 2, 4, 2, 2, 4, 2, 4, 4, 2, 2, 4, 4, 2, 2, 4, 2, 4, 4, 4, 2, 4, 4, 2]",4,1
3618,3,2,2,66,0,"[4, 3]",3,1
3619,2,1,1,43,1,[4],4,0
3620,9,6,2,238,0,"[3, 3, 4, 4, 4, 3]",4,1
3621,5,5,3,189,0,"[1, 2, 4, 1, 1]",4,1
3622,2,2,2,76,0,"[4, 1]",1,0
3623,9,7,3,327,0,"[3, 3, 3, 4, 3, 1, 4]",4,1
3624,17,16,4,741,0,"[2, 4, 2, 2, 2, 4, 4, 4, 2, 4, 2, 2, 2, 3, 2, 1]",3,1
3625,3,3,1,114,0,"[4, 4, 4]",4,1
3626,1,1,1,48,1,[3],3,0
3627,2,2,2,81,0,"[1, 4]",4,1
3628,2,2,1,86,0,"[1, 1]",1,0
3629,5,4,1,147,0,"[4, 4, 4, 4]",4,1
3630,7,6,2,215,0,"[4, 4, 4, 4, 4, 3]",4,1
3631,10,7,3,241,0,"[4, 1, 1, 3, 4, 4, 4]",3,1
3632,4,3,2,109,0,"[4, 4, 1]",4,1
3633,2,2,1,105,0,"[1, 1]",1,0
3634,3,3,2,79,0,"[3, 4, 4]",4,1
3635,1,1,1,38,1,[4],4,0
3636,4,4,2,200,0,"[1, 2, 2, 2]",1,0
3637,4,3,2,128,0,"[1, 2, 1]",2,1
3638,1,1,1,48,1,[3],3,0
3641,2,2,2,86,0,"[4, 1]",4,1
3642,3,2,1,76,0,"[2, 2]",2,1
3643,5,4,1,199,0,"[2, 2, 2, 2]",2,1
3644,3,3,1,147,0,"[2, 2, 2]",2,1
3645,10,9,4,345,0,"[4, 2, 4, 4, 1, 4, 4, 3, 4]",1,0
3646,7,7,1,270,0,"[3, 3, 3, 3, 3, 3, 3]",3,1
3647,5,4,4,152,0,"[1, 3, 2, 4]",3,1
3648,11,9,2,357,0,"[4, 4, 4, 3, 4, 4, 4, 4, 4]",4,1
3649,18,14,2,480,0,"[1, 1, 3, 3, 1, 3, 1, 1, 1, 3, 3, 3, 3, 1]",1,0
3650,3,3,1,148,0,"[2, 2, 2]",2,1
3651,5,5,1,243,0,"[2, 2, 2, 2, 2]",2,1
3652,13,12,2,577,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1,0
3653,2,2,1,81,0,"[1, 1]",1,0
3654,69,57,2,2631,0,"[3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 3, 3, 1, 1, 3, 1, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3]",3,1
3655,5,4,2,196,0,"[1, 4, 4, 4]",4,1
3656,1,1,1,28,1,[3],3,0
3657,17,13,3,609,0,"[4, 4, 3, 3, 2, 2, 4, 2, 2, 2, 3, 4, 2]",4,1
3658,14,13,2,574,0,"[2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1]",2,1
3659,3,2,1,114,0,"[2, 2]",2,1
3660,5,4,3,176,0,"[4, 2, 3, 3]",4,1
3661,5,4,1,205,0,"[2, 2, 2, 2]",2,1
3662,10,9,3,443,0,"[2, 2, 2, 1, 4, 2, 2, 2, 2]",1,0
3663,1,1,1,43,1,[1],1,0
3664,2,2,2,76,0,"[1, 4]",4,1
3665,55,45,4,1901,0,"[3, 2, 4, 2, 4, 3, 1, 1, 4, 4, 1, 4, 1, 1, 1, 1, 1, 1, 4, 4, 3, 3, 1, 1, 4, 3, 2, 3, 3, 2, 4, 1, 4, 4, 3, 4, 1, 2, 3, 1, 1, 3, 1, 1, 1]",1,0
3666,8,5,3,194,0,"[1, 1, 3, 1, 2]",1,0
3667,21,19,4,774,0,"[4, 1, 2, 4, 2, 4, 1, 4, 1, 4, 1, 4, 3, 1, 3, 3, 3, 4, 2]",4,1
3668,11,10,3,507,0,"[2, 2, 1, 1, 3, 3, 1, 3, 1, 1]",1,0
3669,3,2,2,90,0,"[1, 4]",4,1
3670,2,2,2,95,0,"[1, 2]",2,1
3671,6,5,2,267,0,"[2, 2, 2, 1, 2]",1,0
3672,2,2,1,80,0,"[3, 3]",3,1
3673,17,11,2,530,0,"[1, 3, 1, 3, 1, 3, 1, 1, 1, 3, 1]",1,0
3674,4,4,2,172,0,"[4, 3, 4, 4]",4,1
3675,5,5,2,209,0,"[1, 4, 4, 1, 4]",4,1
3676,11,9,2,271,0,"[3, 1, 3, 3, 3, 3, 3, 3, 3]",3,1
3677,5,3,1,109,0,"[3, 3, 3]",3,1
3678,9,9,2,453,0,"[1, 1, 1, 1, 4, 1, 1, 1, 4]",4,1
3679,2,2,2,100,0,"[3, 2]",3,1
3681,1,1,1,48,1,[3],3,0
3682,2,1,1,43,1,[3],3,0
3683,1,1,1,48,1,[3],3,0
3684,1,1,1,28,1,[1],1,0
3685,1,1,1,48,1,[3],3,0
3686,1,1,1,52,1,[2],2,0
3687,1,1,1,57,1,[2],2,0
3688,1,1,1,43,1,[1],1,0
3689,1,1,1,43,1,[1],1,0
3690,2,2,1,76,0,"[1, 1]",1,0
3691,1,1,1,57,1,[2],2,0
3692,4,3,2,119,0,"[4, 4, 1]",4,1
3693,2,2,1,96,0,"[3, 3]",3,1
3694,2,2,1,76,0,"[2, 2]",2,1
3695,11,9,3,424,0,"[1, 4, 1, 4, 2, 1, 4, 2, 4]",4,1
3696,15,15,2,560,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4]",4,1
3697,1,1,1,52,1,[2],2,0
3699,2,2,2,61,0,"[3, 1]",3,1
3700,2,2,1,119,0,"[2, 2]",2,1
3701,2,1,1,38,1,[2],2,0
3702,5,4,2,153,0,"[3, 3, 4, 3]",4,1
3703,2,1,1,28,1,[4],4,0
3704,9,7,4,284,0,"[3, 4, 1, 4, 1, 1, 2]",4,1
3705,16,13,2,605,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",3,1
3706,2,2,1,105,0,"[1, 1]",1,0
3707,8,7,4,291,0,"[1, 3, 3, 4, 1, 4, 2]",1,0
3708,3,3,2,129,0,"[4, 3, 3]",3,1
3709,12,9,2,480,0,"[1, 1, 1, 1, 1, 1, 3, 1, 1]",1,0
3710,1,1,1,48,1,[3],3,0
3711,1,1,1,28,1,[3],3,0
3712,2,2,1,103,0,"[3, 3]",3,1
3713,4,3,1,99,0,"[3, 3, 3]",3,1
3714,1,1,1,48,1,[3],3,0
3715,3,3,1,152,0,"[2, 2, 2]",2,1
3716,15,14,2,717,0,"[2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1]",2,1
3717,2,2,1,104,0,"[2, 2]",2,1
3718,6,5,1,218,0,"[1, 1, 1, 1, 1]",1,0
3719,3,2,1,95,0,"[2, 2]",2,1
3720,6,5,1,289,0,"[1, 1, 1, 1, 1]",1,0
3721,3,3,2,138,0,"[3, 2, 3]",3,1
3722,20,18,2,805,0,"[3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3]",2,1
3723,10,7,2,352,0,"[2, 2, 3, 2, 2, 2, 3]",3,1
3724,17,13,1,662,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
3725,2,1,1,28,1,[4],4,0
3726,5,5,2,272,0,"[3, 3, 2, 3, 2]",2,1
3727,7,7,2,285,0,"[1, 1, 1, 1, 1, 2, 2]",1,0
3728,5,5,2,208,0,"[2, 2, 4, 4, 4]",2,1
3729,14,9,3,396,0,"[3, 1, 1, 1, 1, 1, 1, 3, 4]",4,1
3730,15,12,3,509,0,"[1, 1, 1, 1, 4, 3, 1, 1, 1, 1, 1, 3]",4,1
3731,8,8,3,352,0,"[3, 1, 3, 3, 2, 3, 1, 1]",1,0
3732,1,1,1,62,1,[1],1,0
3733,2,1,1,26,1,[3],3,0
3734,25,18,3,836,0,"[2, 3, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 3, 1, 1, 2, 2, 2]",1,0
3735,5,3,2,109,0,"[1, 1, 4]",4,1
3737,16,14,3,669,0,"[1, 1, 1, 1, 4, 3, 3, 1, 3, 3, 1, 1, 1, 1]",4,1
3738,3,3,1,171,0,"[2, 2, 2]",2,1
3739,4,3,1,128,0,"[2, 2, 2]",2,1
3740,10,9,3,353,0,"[1, 3, 1, 2, 3, 1, 2, 1, 1]",3,1
3741,2,1,1,43,1,[4],4,0
3742,7,7,3,344,0,"[1, 1, 1, 2, 3, 1, 1]",1,0
3743,3,3,1,147,0,"[2, 2, 2]",2,1
3744,8,6,2,205,0,"[3, 3, 3, 1, 3, 1]",3,1
3745,9,9,3,410,0,"[1, 1, 1, 1, 1, 1, 3, 2, 1]",1,0
3746,3,1,1,43,1,[3],3,0
3747,8,7,3,256,0,"[3, 3, 3, 2, 1, 3, 3]",2,1
3748,1,1,1,72,1,[1],1,0
3749,8,7,2,406,0,"[1, 2, 1, 2, 1, 1, 1]",2,1
3750,1,1,1,28,1,[3],3,0
3751,8,7,2,327,0,"[2, 3, 3, 3, 3, 3, 3]",2,1
3752,11,10,2,399,0,"[4, 1, 1, 4, 4, 1, 1, 1, 4, 4]",4,1
3753,5,4,3,186,0,"[1, 4, 3, 1]",4,1
3754,4,3,1,128,0,"[2, 2, 2]",2,1
3755,3,3,1,114,0,"[1, 1, 1]",1,0
3756,3,3,2,143,0,"[3, 3, 2]",3,1
3757,7,2,1,104,0,"[2, 2]",2,1
3758,1,1,1,28,1,[4],4,0
3759,1,1,1,43,1,[1],1,0
3760,37,30,4,1375,0,"[1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 3, 4, 1, 1, 4, 3]",1,0
3761,3,2,2,81,0,"[3, 1]",3,1
3762,3,3,2,136,0,"[3, 2, 3]",2,1
3763,18,14,4,580,0,"[4, 4, 4, 1, 4, 4, 2, 4, 4, 3, 1, 3, 3, 4]",2,1
3764,25,24,4,978,0,"[2, 1, 1, 4, 1, 1, 1, 1, 1, 3, 4, 1, 3, 1, 1, 2, 1, 1, 3, 1, 1, 3, 2, 1]",1,0
3765,1,1,1,38,1,[1],1,0
3766,22,17,3,677,0,"[4, 4, 4, 4, 4, 1, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
3767,2,2,1,76,0,"[4, 4]",4,1
3768,1,1,1,23,1,[3],3,0
3769,2,2,1,91,0,"[4, 4]",4,1
3770,16,12,3,537,0,"[1, 1, 1, 3, 1, 2, 3, 1, 3, 3, 1, 3]",1,0
3771,1,1,1,57,1,[3],3,0
3772,6,5,2,228,0,"[2, 4, 2, 4, 2]",2,1
3773,11,11,2,457,0,"[4, 3, 4, 3, 4, 4, 3, 4, 3, 3, 3]",3,1
3774,11,10,1,511,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
3775,3,3,1,79,0,"[4, 4, 4]",4,1
3776,3,2,1,95,0,"[2, 2]",2,1
3777,1,1,1,48,1,[3],3,0
3778,4,4,2,157,0,"[3, 1, 3, 3]",1,0
3779,5,5,1,257,0,"[2, 2, 2, 2, 2]",2,1
3780,3,3,2,160,0,"[3, 1, 1]",1,0
3783,18,16,2,584,0,"[4, 4, 4, 1, 4, 1, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4]",1,0
3784,1,1,1,48,1,[3],3,0
3785,1,1,1,33,1,[4],4,0
3786,30,27,3,1201,0,"[3, 1, 3, 3, 4, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1]",3,1
3787,2,2,1,86,0,"[1, 1]",1,0
3788,2,2,2,76,0,"[2, 1]",2,1
3789,7,6,3,203,0,"[4, 3, 3, 2, 4, 4]",4,1
3790,3,3,2,152,0,"[2, 1, 1]",2,1
3791,8,8,2,299,0,"[4, 4, 4, 4, 4, 4, 3, 4]",4,1
3792,2,1,1,52,1,[2],2,0
3793,2,2,1,81,0,"[4, 4]",4,1
3794,8,7,2,309,0,"[2, 2, 2, 4, 2, 2, 2]",4,1
3795,3,3,2,162,0,"[1, 2, 1]",2,1
3796,7,5,2,190,0,"[4, 4, 4, 4, 3]",3,1
3797,1,1,1,33,1,[4],4,0
3798,1,1,1,23,1,[4],4,0
3799,9,7,3,270,0,"[3, 1, 1, 4, 1, 4, 4]",4,1
3800,5,4,2,157,0,"[4, 3, 3, 3]",3,1
3801,6,6,1,232,0,"[1, 1, 1, 1, 1, 1]",1,0
3802,4,4,2,181,0,"[1, 3, 3, 3]",3,1
3803,12,11,2,424,0,"[1, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3]",3,1
3804,1,1,1,57,1,[3],3,0
3805,5,3,1,148,0,"[1, 1, 1]",1,0
3806,4,4,1,214,0,"[2, 2, 2, 2]",2,1
3808,1,1,1,57,1,[2],2,0
3809,1,1,1,48,1,[3],3,0
3810,1,1,1,26,1,[3],3,0
3811,5,5,3,209,0,"[2, 4, 4, 3, 3]",3,1
3812,1,1,1,38,1,[1],1,0
3813,14,10,2,428,0,"[2, 1, 1, 1, 1, 2, 2, 2, 2, 2]",1,0
3814,16,11,2,485,0,"[4, 2, 2, 2, 2, 2, 4, 2, 4, 2, 2]",4,1
3815,15,10,2,362,0,"[3, 3, 4, 3, 3, 4, 3, 4, 3, 3]",3,1
3816,1,1,1,33,1,[4],4,0
3817,2,2,1,105,0,"[1, 1]",1,0
3818,10,9,1,339,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4]",4,1
3819,6,4,1,224,0,"[2, 2, 2, 2]",2,1
3820,7,6,2,247,0,"[1, 4, 4, 1, 4, 4]",4,1
3821,5,4,2,152,0,"[3, 4, 4, 4]",3,1
3822,1,1,1,38,1,[4],4,0
3823,3,2,1,71,0,"[3, 3]",3,1
3824,2,2,2,56,0,"[1, 4]",4,1
3825,7,7,3,271,0,"[3, 3, 1, 3, 3, 2, 3]",3,1
3826,2,2,2,86,0,"[3, 4]",4,1
3827,2,2,1,114,0,"[2, 2]",2,1
3828,2,2,1,114,0,"[2, 2]",2,1
3829,1,1,1,38,1,[1],1,0
3830,5,5,1,175,0,"[4, 4, 4, 4, 4]",4,1
3831,26,21,4,851,0,"[4, 3, 4, 2, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4]",2,1
3832,16,14,1,672,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0
3833,1,1,1,23,1,[4],4,0
3834,15,13,3,626,0,"[3, 3, 1, 3, 3, 2, 3, 1, 2, 3, 3, 3, 3]",1,0
3835,8,6,2,188,0,"[3, 4, 4, 3, 4, 4]",4,1
3836,7,7,2,271,0,"[4, 4, 4, 1, 1, 1, 4]",4,1
3837,4,3,1,114,0,"[4, 4, 4]",4,1
3838,4,4,2,203,0,"[1, 4, 1, 1]",1,0
3839,1,1,1,38,1,[4],4,0
3840,7,4,2,176,0,"[4, 2, 2, 2]",2,1
3841,4,4,2,171,0,"[2, 2, 2, 4]",4,1
3842,1,1,1,43,1,[1],1,0
3843,3,3,1,99,0,"[4, 4, 4]",4,1
3844,5,4,3,201,0,"[1, 2, 1, 4]",4,1
3845,7,4,2,182,0,"[3, 4, 3, 3]",4,1
3846,3,3,2,104,0,"[1, 4, 4]",4,1
3847,1,1,1,33,1,[1],1,0
3848,15,10,2,374,0,"[1, 1, 4, 1, 4, 4, 4, 1, 1, 4]",1,0
3849,8,8,2,279,0,"[4, 1, 1, 4, 4, 4, 4, 1]",1,0
3850,2,2,2,76,0,"[1, 3]",3,1
3851,7,5,1,272,0,"[1, 1, 1, 1, 1]",1,0
3853,6,4,1,132,0,"[4, 4, 4, 4]",4,1
3854,7,5,2,175,0,"[3, 1, 1, 1, 1]",1,0
3855,1,1,1,33,1,[4],4,0
3856,2,2,1,71,0,"[1, 1]",1,0
3857,17,13,2,570,0,"[4, 4, 2, 4, 2, 2, 4, 4, 4, 4, 4, 2, 2]",4,1
3858,69,53,3,1992,0,"[4, 4, 3, 4, 3, 4, 4, 3, 4, 1, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3]",3,1
3859,6,6,3,256,0,"[1, 2, 3, 1, 1, 2]",2,1
3860,2,2,1,91,0,"[4, 4]",4,1
3862,13,9,2,409,0,"[2, 2, 2, 2, 4, 2, 2, 4, 2]",2,1
3863,15,12,2,543,0,"[2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2]",3,1
